연번,충전소명,사용시간,이용자제한,충전기상태,충전기타입,소재지도로명주소,소재지지번주소,세부위치,관리업체명,업체전화번호,위도,경도,충전소ID,충전기ID,충전기용량,기관ID,전용주차장,상태갱신일시,데이터기준일자
팔달구_8_1,래미안 노블클래스,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 팔달구 권광로 246,경기도 수원시 팔달구 인계동 384번지 래미안노블클래스,106동 지하주차장 2층,한국전력,1899-2100,37.270051,127.035997,KP000963,KP00096302,완속(7KW),KP,Y,,2021-11-30
팔달구_8_2,래미안 노블클래스,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 팔달구 권광로 246,경기도 수원시 팔달구 인계동 384번지 래미안노블클래스,106동 지하주차장 2층,한국전력,1899-2100,37.270051,127.035997,KP000963,KP00096303,완속(7KW),KP,Y,,2021-11-30
팔달구_8_3,래미안 노블클래스,24시간 이용가능,입주자 외 이용제한,2,DC차데모+AC3상+DC콤보,경기도 수원시 팔달구 권광로 246,경기도 수원시 팔달구 인계동 384번지 래미안노블클래스,106동 지하주차장 2층,한국전력,1899-2100,37.270051,127.035997,,,DC차데모(50kW)/AC3상(43kW)/DC콤보(50kW),,Y,,2021-11-30
팔달구_9_1,래미안노블클래스2단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 팔달구 권광로 243,경기도 수원시 팔달구 인계동 465번지 래미안노블클래스,205동 지하주차장 2층,한국전력,1899-2100,37.267953,127.033469,KP000964,KP00096402,완속(7KW),KP,Y,,2021-11-30
팔달구_9_2,래미안노블클래스2단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 팔달구 권광로 243,경기도 수원시 팔달구 인계동 465번지 래미안노블클래스,205동 지하주차장 2층,한국전력,1899-2100,37.267953,127.033469,KP000964,KP00096403,완속(7KW),KP,Y,,2021-11-30
팔달구_9_3,래미안노블클래스2단지,24시간 이용가능,입주자 외 이용제한,2,DC차데모+AC3상+DC콤보,경기도 수원시 팔달구 권광로 243,경기도 수원시 팔달구 인계동 465번지 래미안노블클래스,205동 지하주차장 2층,한국전력,1899-2100,37.267953,127.033469,,,DC차데모(50kW)/AC3상(43kW)/DC콤보(50kW),,Y,,2021-11-30
팔달구_10_1,수원시청,24시간 이용가능,이용자 제한 없음,2,DC차데모+AC3상+DC콤보,경기도 수원시 팔달구 효원로 241,경기도 수원시 팔달구 인계동 1111번지,본관 지상주차장,한국전력,031-230-8245,37.263103,127.027999,KP000229,KP00022901,DC차데모(50kW)/AC3상(43kW)/DC콤보(50kW),KP,Y,,2021-11-30
팔달구_10_2,수원시청,24시간 이용가능,이용자 제한 없음,4,DC차데모+AC3상+DC콤보,경기도 수원시 팔달구 효원로 241,경기도 수원시 팔달구 인계동 1111번지,본관 지상주차장,한국전력,031-230-8245,37.263103,127.027999,KP000229,KP00022902,DC차데모(50kW)/AC3상(43kW)/DC콤보(50kW),KP,Y,,2021-11-30
팔달구_11_1,수원시청소년문화센터,24시간 이용가능,이용자 제한 없음,2,DC차데모+AC3상+DC콤보,경기도 수원시 팔달구 권광로 293,경기도 수원시 팔달구 인계동 333번지,지상주차장,한국전력,031-230-8245,37.273604,127.035002,KP000343,KP00034301,DC차데모(50kW)/AC3상(43kW)/DC콤보(50kW),KP,Y,,2021-11-30
팔달구_11_2,수원시청소년문화센터,24시간 이용가능,이용자 제한 없음,2,DC차데모+AC3상+DC콤보,경기도 수원시 팔달구 권광로 293,경기도 수원시 팔달구 인계동 333번지,지상주차장,한국전력,031-230-8245,37.273604,127.035002,KP000343,KP00034302,DC차데모(50kW)/AC3상(43kW)/DC콤보(50kW),KP,Y,,2021-11-30
팔달구_12_1,수원월드컵경기장,24시간 이용가능,이용자 제한 없음,2,DC콤보,경기도 수원시 팔달구 월드컵로 310,경기도 수원시 팔달구 우만동 228번지,골프연습장 지상주차장,한국전력,1899-2100,37.289729,127.035544,KP003726,KP00372601,DC콤보(50KW),KP,Y,,2021-11-30
팔달구_12_2,수원월드컵경기장,24시간 이용가능,이용자 제한 없음,2,DC콤보,경기도 수원시 팔달구 월드컵로 310,경기도 수원시 팔달구 우만동 228번지,골프연습장 지상주차장,한국전력,1899-2100,37.289729,127.035544,KP003726,KP00372602,DC콤보(50KW),KP,Y,,2021-11-30
팔달구_13_1,수원인계푸르지오,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 팔달구 중부대로170번길 17,경기도 수원시 팔달구 인계동 1169번지 수원인계푸르지오,지하주차장 4층,한국전력,031-8084-3181,37.276786,127.035422,KP000966,KP00096601,완속(7KW),KP,Y,,2021-11-30
팔달구_13_2,수원인계푸르지오,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 팔달구 중부대로170번길 17,경기도 수원시 팔달구 인계동 1169번지 수원인계푸르지오,지하주차장 4층,한국전력,031-8084-3181,37.276786,127.035422,KP000966,KP00096602,완속(7KW),KP,Y,,2021-11-30
팔달구_14_1,화서역 환승주차장,24시간 이용가능,이용자 제한 없음,2,DC차데모+AC3상+DC콤보,경기도 수원시 팔달구 덕영대로 691-13,경기도 수원시 팔달구 화서동 643번지,공중화장실 옆,한국전력,031-230-8245,37.285821,126.990203,KP000227,KP00022701,DC차데모(50kW)/AC3상(43kW)/DC콤보(50kW),KP,Y,,2021-11-30
팔달구_14_2,화서역 환승주차장,24시간 이용가능,이용자 제한 없음,2,DC차데모+AC3상+DC콤보,경기도 수원시 팔달구 덕영대로 691-13,경기도 수원시 팔달구 화서동 643번지,공중화장실 옆,한국전력,031-230-8245,37.285821,126.990203,KP000227,KP00022702,DC차데모(50kW)/AC3상(43kW)/DC콤보(50kW),KP,Y,,2021-11-30
팔달구_15_1,경기도의회,24시간 이용가능,이용자 제한 없음,2,DC차데모+AC3상+DC콤보,경기도 수원시 팔달구 효원로 1,경기도 수원시 팔달구 매산로3가 1-1번지,경기도의회 주차장,한국전기차충전서비스,1522-1782,37.273555,127.008275,HE000594,HE00059401,DC차데모(50kW)/AC3상(43kW)/DC콤보(50kW),HE,Y,,2021-11-30
팔달구_15_2,경기도의회,24시간 이용가능,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 효원로 1,경기도 수원시 팔달구 매산로3가 1-1번지,경기도의회 주차장,한국전기차충전서비스,1522-1782,37.273555,127.008275,HE000594,HE00059402,완속(7KW),HE,Y,,2021-11-30
팔달구_16_1,경기도청,주중 : 10:00~12:00,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 효원로 1,경기도 수원시 팔달구 매산로3가 1-1번지,제3별관 주차장,한국전기차충전서비스,1522-1782,37.275753,127.009908,HE000213,HE00021301,완속(7KW),HE,N,,2021-11-30
팔달구_16_2,경기도청,주중 : 10:00~12:00,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 효원로 1,경기도 수원시 팔달구 매산로3가 1-1번지,제3별관 주차장,한국전기차충전서비스,1522-1782,37.275753,127.009908,HE000213,HE00021302,완속(7KW),HE,N,,2021-11-30
팔달구_16_3,경기도청,주중 : 10:00~12:00,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 효원로 1,경기도 수원시 팔달구 매산로3가 1-1번지,제3별관 주차장,한국전기차충전서비스,1522-1782,37.275753,127.009908,HE000213,HE00021303,완속(7KW),HE,N,,2021-11-30
팔달구_16_4,경기도청,주중 : 10:00~12:00,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 효원로 1,경기도 수원시 팔달구 매산로3가 1-1번지,제3별관 주차장,한국전기차충전서비스,1522-1782,37.275753,127.009908,HE000213,HE00021304,완속(7KW),HE,N,,2021-11-30
팔달구_16_5,경기도청,주중 : 10:00~12:00,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 효원로 1,경기도 수원시 팔달구 매산로3가 1-1번지,제3별관 주차장,한국전기차충전서비스,1522-1782,37.275753,127.009908,HE000213,HE00021305,완속(7KW),HE,N,,2021-11-30
팔달구_16_6,경기도청,주중 : 10:00~12:00,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 효원로 1,경기도 수원시 팔달구 매산로3가 1-1번지,제3별관 주차장,한국전기차충전서비스,1522-1782,37.275753,127.009908,HE000213,HE00021306,완속(7KW),HE,N,,2021-11-30
팔달구_16_7,경기도청,주중 : 10:00~12:00,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 효원로 1,경기도 수원시 팔달구 매산로3가 1-1번지,제3별관 주차장,한국전기차충전서비스,1522-1782,37.275753,127.009908,HE000213,HE00021307,완속(7KW),HE,N,,2021-11-30
팔달구_16_8,경기도청,주중 : 10:00~12:00,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 효원로 1,경기도 수원시 팔달구 매산로3가 1-1번지,제3별관 주차장,한국전기차충전서비스,1522-1782,37.275753,127.009908,HE000213,HE00021308,완속(7KW),HE,N,,2021-11-30
팔달구_16_9,경기도청,주중 : 10:00~12:00,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 효원로 1,경기도 수원시 팔달구 매산로3가 1-1번지,제3별관 주차장,한국전기차충전서비스,1522-1782,37.275753,127.009908,HE000213,HE00021309,완속(7KW),HE,N,,2021-11-30
팔달구_16_10,경기도청,주중 : 10:00~12:00,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 효원로 1,경기도 수원시 팔달구 매산로3가 1-1번지,제3별관 주차장,한국전기차충전서비스,1522-1782,37.275753,127.009908,HE000213,HE00021310,완속(7KW),HE,N,,2021-11-30
팔달구_16_11,경기도청,주중 : 10:00~12:00,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 효원로 1,경기도 수원시 팔달구 매산로3가 1-1번지,제3별관 주차장,한국전기차충전서비스,1522-1782,37.275753,127.009908,HE000213,HE00021311,완속(7KW),HE,N,,2021-11-30
팔달구_16_12,경기도청,주중 : 10:00~12:00,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 효원로 1,경기도 수원시 팔달구 매산로3가 1-1번지,제3별관 주차장,한국전기차충전서비스,1522-1782,37.275753,127.009908,HE000213,HE00021312,완속(7KW),HE,N,,2021-11-30
팔달구_16_13,경기도청,주중 : 10:00~12:00,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 효원로 1,경기도 수원시 팔달구 매산로3가 1-1번지,제3별관 주차장,한국전기차충전서비스,1522-1782,37.275753,127.009908,HE000213,HE00021313,완속(7KW),HE,N,,2021-11-30
팔달구_16_14,경기도청,주중 : 10:00~12:00,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 효원로 1,경기도 수원시 팔달구 매산로3가 1-1번지,제3별관 주차장,한국전기차충전서비스,1522-1782,37.275753,127.009908,HE000213,HE00021314,완속(7KW),HE,N,,2021-11-30
팔달구_17_1,경기도청2,주중 : 10:00~12:00,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 효원로 1,경기도 수원시 팔달구 매산로3가 1-1번지,제3별관 주차장 맞은편,한국전기차충전서비스,1522-1782,37.275889,127.009698,HE000861,HE00086101,완속(7KW),HE,Y,,2021-11-30
팔달구_17_2,경기도청2,주중 : 10:00~12:00,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 효원로 1,경기도 수원시 팔달구 매산로3가 1-1번지,제3별관 주차장 맞은편,한국전기차충전서비스,1522-1782,37.275889,127.009698,HE000861,HE00086102,완속(7KW),HE,Y,,2021-11-30
팔달구_17_3,경기도청2,주중 : 10:00~12:00,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 효원로 1,경기도 수원시 팔달구 매산로3가 1-1번지,제3별관 주차장 맞은편,한국전기차충전서비스,1522-1782,37.275889,127.009698,HE000861,HE00086103,완속(7KW),HE,Y,,2021-11-30
팔달구_17_4,경기도청2,주중 : 10:00~12:00,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 효원로 1,경기도 수원시 팔달구 매산로3가 1-1번지,제3별관 주차장 맞은편,한국전기차충전서비스,1522-1782,37.275889,127.009698,HE000861,HE00086104,완속(7KW),HE,Y,,2021-11-30
팔달구_17_5,경기도청2,주중 : 10:00~12:00,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 효원로 1,경기도 수원시 팔달구 매산로3가 1-1번지,제3별관 주차장 맞은편,한국전기차충전서비스,1522-1782,37.275889,127.009698,HE000861,HE00086105,완속(7KW),HE,Y,,2021-11-30
팔달구_17_6,경기도청2,주중 : 10:00~12:00,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 효원로 1,경기도 수원시 팔달구 매산로3가 1-1번지,제3별관 주차장 맞은편,한국전기차충전서비스,1522-1782,37.275889,127.009698,HE000861,HE00086106,완속(7KW),HE,Y,,2021-11-30
팔달구_17_7,경기도청2,주중 : 10:00~12:00,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 효원로 1,경기도 수원시 팔달구 매산로3가 1-1번지,제3별관 주차장 맞은편,한국전기차충전서비스,1522-1782,37.275889,127.009698,HE000861,HE00086107,완속(7KW),HE,Y,,2021-11-30
팔달구_17_8,경기도청2,주중 : 10:00~12:00,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 효원로 1,경기도 수원시 팔달구 매산로3가 1-1번지,제3별관 주차장 맞은편,한국전기차충전서비스,1522-1782,37.275889,127.009698,HE000861,HE00086108,완속(7KW),HE,Y,,2021-11-30
팔달구_17_9,경기도청2,주중 : 10:00~12:00,이용자 제한 없음,9,AC완속,경기도 수원시 팔달구 효원로 1,경기도 수원시 팔달구 매산로3가 1-1번지,제3별관 주차장 맞은편,한국전기차충전서비스,1522-1782,37.275889,127.009698,,,완속(7KW),,Y,,2021-11-30
팔달구_17_10,경기도청2,주중 : 10:00~12:00,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 효원로 1,경기도 수원시 팔달구 매산로3가 1-1번지,제3별관 주차장 맞은편,LS전선,02-2189-9235,37.275889,127.009698,,,완속(7KW),,Y,,2021-11-30
팔달구_17_11,경기도청2,주중 : 10:00~12:00,이용자 제한 없음,9,,경기도 수원시 팔달구 효원로 1,경기도 수원시 팔달구 매산로3가 1-1번지,제3별관 주차장 맞은편,LS전선,02-2189-9235,37.275889,127.009698,,,,,Y,,2021-11-30
팔달구_17_12,경기도청2,주중 : 10:00~12:00,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 효원로 1,경기도 수원시 팔달구 매산로3가 1-1번지,제3별관 주차장 맞은편,한국전기차충전서비스,1522-1782,37.275889,127.009698,,,완속(7KW),,Y,,2021-11-30
팔달구_18_1,경기도청3,09:00~18:00,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 효원로 1,경기도 수원시 팔달구 매산로3가 1-1번지,제3별관 주차장,한국전기차충전서비스,1522-1782,37.275753,127.009908,HE191151,HE19115101,완속(7KW),HE,Y,,2021-11-30
팔달구_18_2,경기도청3,09:00~18:00,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 효원로 1,경기도 수원시 팔달구 매산로3가 1-1번지,제3별관 주차장,한국전기차충전서비스,1522-1782,37.275753,127.009908,HE191151,HE19115102,완속(7KW),HE,Y,,2021-11-30
팔달구_18_3,경기도청3,09:00~18:00,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 효원로 1,경기도 수원시 팔달구 매산로3가 1-1번지,제3별관 주차장,한국전기차충전서비스,1522-1782,37.275753,127.009908,HE191151,HE19115103,완속(7KW),HE,Y,,2021-11-30
팔달구_19_1,경기도청 후문,24시간 이용가능,이용자 제한 없음,2,DC차데모+AC3상+DC콤보,경기도 수원시 팔달구 효원로 1,경기도 수원시 팔달구 매산로3가 1-1번지,경기도청 후문 입구,한국전기차충전서비스,1522-1782,37.276439,127.008617,HE000920,HE00092001,DC차데모(50kW)/AC3상(43kW)/DC콤보(50kW),HE,Y,,2021-11-30
팔달구_19_2,경기도청 후문,24시간 이용가능,이용자 제한 없음,2,DC차데모+AC3상+DC콤보,경기도 수원시 팔달구 효원로 1,경기도 수원시 팔달구 매산로3가 1-1번지,경기도청 후문 입구,한국전기차충전서비스,1522-1782,37.276439,127.008617,HE000920,HE00092002,DC차데모(50kW)/AC3상(43kW)/DC콤보(50kW),HE,Y,,2021-11-30
팔달구_20_1,꽃뫼노을마을풍림아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 팔달구 수성로157번길 75,경기도 수원시 팔달구 화서동 674-1번지 꽃뫼노을마을풍림아파트,지하주차장 1층,한국전기차충전서비스,1522-1782,37.289374,126.988064,HE192419,HE19241901,완속(7KW),HE,Y,,2021-11-30
팔달구_20_2,꽃뫼노을마을풍림아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 팔달구 수성로157번길 75,경기도 수원시 팔달구 화서동 674-1번지 꽃뫼노을마을풍림아파트,지하주차장 1층,한국전기차충전서비스,1522-1782,37.289374,126.988064,HE192419,HE19241902,완속(7KW),HE,Y,,2021-11-30
팔달구_20_3,꽃뫼노을마을풍림아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 팔달구 수성로157번길 75,경기도 수원시 팔달구 화서동 674-1번지 꽃뫼노을마을풍림아파트,지하주차장 1층,한국전기차충전서비스,1522-1782,37.289374,126.988064,HE192419,HE19241903,완속(7KW),HE,Y,,2021-11-30
팔달구_20_4,꽃뫼노을마을풍림아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 팔달구 수성로157번길 75,경기도 수원시 팔달구 화서동 674-1번지 꽃뫼노을마을풍림아파트,지하주차장 1층,한국전기차충전서비스,1522-1782,37.289374,126.988064,HE192419,HE19241904,완속(7KW),HE,Y,,2021-11-30
팔달구_21_1,꽃뫼버들마을 금강아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 팔달구 정자천로32번길 27,경기도 수원시 팔달구 화서동 709번지 꽃뫼버들마을금강아파트,지하주차장 1층,한국전기차충전서비스,1522-1782,37.288263,126.982623,HE192309,HE19230901,완속(7KW),HE,Y,,2021-11-30
팔달구_21_2,꽃뫼버들마을 금강아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 팔달구 정자천로32번길 27,경기도 수원시 팔달구 화서동 709번지 꽃뫼버들마을금강아파트,지하주차장 1층,한국전기차충전서비스,1522-1782,37.288263,126.982623,HE192309,HE19230902,완속(7KW),HE,Y,,2021-11-30
팔달구_21_3,꽃뫼버들마을 금강아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 팔달구 정자천로32번길 27,경기도 수원시 팔달구 화서동 709번지 꽃뫼버들마을금강아파트,지하주차장 1층,한국전기차충전서비스,1522-1782,37.288263,126.982623,HE192309,HE19230903,완속(7KW),HE,Y,,2021-11-30
팔달구_22_1,수원롯데렌트카,24시간 이용가능,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 인계로 123,경기도 수원시 팔달구 인계동 468번지,지하주차장 1층,한국전기차충전서비스,1522-1782,37.267997,127.030805,HE000623,HE00062301,완속(7KW),HE,Y,,2021-11-30
팔달구_22_2,수원롯데렌트카,24시간 이용가능,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 인계로 123,경기도 수원시 팔달구 인계동 468번지,지하주차장 1층,한국전기차충전서비스,1522-1782,37.267997,127.030805,HE000623,HE00062302,완속(7KW),HE,Y,,2021-11-30
팔달구_23_1,수원월드컵경기장 컨벤션홀,24시간 이용가능,이용자 제한 없음,2,DC차데모+DC콤보,경기도 수원시 팔달구 월드컵로 310,경기도 수원시 팔달구 우만동 228번지,컨벤셜홀 지상주차장,한국전기차충전서비스,1522-1782,37.285872,127.035679,HE000938,HE00093801,DC차데모(50kW)/DC콤보(50kW),HE,N,,2021-11-30
팔달구_23_2,수원월드컵경기장 컨벤션홀,24시간 이용가능,이용자 제한 없음,2,DC차데모+DC콤보,경기도 수원시 팔달구 월드컵로 310,경기도 수원시 팔달구 우만동 228번지,컨벤셜홀 지상주차장,한국전기차충전서비스,1522-1782,37.285872,127.035679,HE000938,HE00093802,DC차데모(50kW)/DC콤보(50kW),HE,N,,2021-11-30
팔달구_24_1,희성연인아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 팔달구 중부대로 96-19,경기도 수원시 팔달구 인계동 1168번지 인계희성연인,지하주차장 2층,한국전기차충전서비스,1522-1782,37.276677,127.027868,HE192434,HE19243401,완속(7KW),HE,Y,,2021-11-30
팔달구_24_2,희성연인아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 팔달구 중부대로 96-19,경기도 수원시 팔달구 인계동 1168번지 인계희성연인,지하주차장 2층,한국전기차충전서비스,1522-1782,37.276677,127.027868,HE192434,HE19243402,완속(7KW),HE,Y,,2021-11-30
팔달구_25_1,꽃뫼양지마을 현대아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 팔달구 화산로17번길 6 ,경기도 수원시 팔달구 화서동 700번지 꽃뫼양지마을현대아파트,정문 지하주차장 1층,차지비,1600-4047,37.287002,126.985444,PI121547,PI12154701,완속(7KW),PI,Y,,2021-11-30
팔달구_25_2,꽃뫼양지마을 현대아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 팔달구 화산로17번길 6,경기도 수원시 팔달구 화서동 700번지 꽃뫼양지마을현대아파트,정문 지하주차장 1층,차지비,1600-4047,37.287002,126.985444,PI121547,PI12154702,완속(7KW),PI,Y,,2021-11-30
팔달구_26_1,수원시 매교동 주민센터,24시간 이용가능,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 정조로715번길 17,경기도 수원시 팔달구 매교동 23번지,주민센터 옆 전기차 충전구역,차지비,1600-4047,37.271057,127.016706,PI000498,PI00049801,완속(7KW),PI,Y,,2021-11-30
팔달구_27_1,동수원월드메르디앙아파트입주자대표회의,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 팔달구 권광로 373,경기도 수원시 팔달구 우만동 600번지 월드메르디앙아파트,103동 전면부 지하주차장 1층,파워큐브,1833-8017,37.281834,127.034851,PW012744,PW01274401,완속(7KW),PW,Y,,2021-11-30
팔달구_27_2,동수원월드메르디앙아파트입주자대표회의,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 팔달구 권광로 373,경기도 수원시 팔달구 우만동 600번지 월드메르디앙아파트,103동 전면부 지하주차장 1층,파워큐브,1833-8017,37.281834,127.034851,PW012744,PW01274402,완속(7KW),PW,Y,,2021-11-30
팔달구_28_1,수원시 우만1동 행정복지센터,09:00~18:00,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 세지로 406,경기도 수원시 팔달구 우만동 506번지,지하주차장,차지비,1600-4047,37.285338,127.029382,PI000503,PI00050301,완속(7KW),PI,Y,,2021-11-30
팔달구_29_1,수원시 우만2동 주민센터,09:00~18:00,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 중부대로207번길 33,경기도 수원시 팔달구 우만동 108-3번지,지하주차장,차지비,1600-4047,37.277909,127.039751,PI000392,PI00039201,완속(7KW),PI,Y,,2021-11-30
팔달구_30_1,수원시 지동 주민센터,24시간 이용가능,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 팔달문로115번길 5 ,경기도 수원시 팔달구 지동 479번지,주민센터 입구 주차장,차지비,1600-4047,37.281987,127.028436,PI000417,PI00041701,완속(7KW),PI,Y,,2021-11-30
팔달구_31_1,수원시 행궁동 주민센터,09:00~18:00,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 신풍로23번길 40,경기도 수원시 팔달구 신풍동 100번지,지하주차장,차지비,1600-4047,37.284034,127.012631,PI000507,PI00050701,완속(7KW),PI,Y,,2021-11-30
팔달구_32_1,수원시 화서1동 주민센터,24시간 이용가능,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 동말로4번길 10,경기도 수원시 팔달구 화서동 184-357번지,지상주차장,차지비,1600-4047,37.276357,126.995033,PI000509,PI00050901,완속(7KW),PI,Y,,2021-11-30
팔달구_33_1,수원시 화서2동 주민센터,24시간 이용가능,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 화산로6번길 6,경기도 수원시 팔달구 화서동 689-1번지,지상주차장,차지비,1600-4047,37.285089,126.986284,PI000391,PI00039101,완속(7KW),PI,Y,,2021-11-30
팔달구_34_1,수원시립미술관,10:00~18:00,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 정조로 833,경기도 수원시 팔달구 신풍동 238-1번지,지하주차장 1층,차지비,1600-4047,37.282502,127.016211,PI121625,PI12162501,완속(7KW),PI,Y,,2021-11-30
팔달구_35_1,수원시청 별관,09:00~18:00,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 효원로 241 ,경기도 수원시 팔달구 인계동 1111번지,별관지하3층,차지비,1600-4047,37.263822,127.028817,PI121451,PI12145101,완속(7KW),PI,Y,,2021-11-30
팔달구_35_2,수원시청 별관,09:00~18:00,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 효원로 241,경기도 수원시 팔달구 인계동 1111번지,별관지하3층,차지비,1600-4047,37.263822,127.028817,PI121451,PI12145102,완속(7KW),PI,Y,,2021-11-30
팔달구_35_3,수원시청 별관,09:00~18:00,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 효원로 241,경기도 수원시 팔달구 인계동 1111번지,별관지하3층,차지비,1600-4047,37.263822,127.028817,PI121451,PI12145103,완속(7KW),PI,Y,,2021-11-30
팔달구_35_4,수원시청 별관,09:00~18:00,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 효원로 241,경기도 수원시 팔달구 인계동 1111번지,별관지하3층,차지비,1600-4047,37.263822,127.028817,PI121451,PI12145104,완속(7KW),PI,Y,,2021-11-30
팔달구_36_1,인계동선경1차아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 팔달구 권광로317번길 12,경기도 수원시 팔달구 인계동 163번지 선경1차아파트,3동 전면부 지하주차장 1층,차지비,1600-4047,37.276097,127.036166,PI121452,PI12145201,완속(7KW),PI,Y,,2021-11-30
팔달구_36_2,인계동선경1차아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 팔달구 권광로317번길 12,경기도 수원시 팔달구 인계동 163번지 선경1차아파트,3동 전면부 지하주차장 1층,차지비,1600-4047,37.276097,127.036166,PI121452,PI12145202,완속(7KW),PI,Y,,2021-11-30
팔달구_37_1,팔달구보건소,24시간 이용가능,이용자 제한 없음,2,AC완속,경기도 수원시 팔달구 팔달산로 6 ,경기도 수원시 팔달구 교동 56-1번지,지하주차장,차지비,1600-4047,37.271593,127.012512,PI202339,PI20233901,완속(7KW),PI,Y,,2021-11-30
팔달구_38_1,팔달연향예스빌아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 팔달구 정조로 687,경기도 수원시 팔달구 매교동 142-1번지 연향예스빌아파트,지하주차장 2층,차지비,1600-4047,37.269903,127.017257,PI202856,PI20285601,완속(7KW),PI,Y,,2021-11-30
팔달구_39_1,경기도남부)남수원 지점,주중 : 08:30~17:30,직원 외 이용제한,2,AC완속,경기도 수원시 팔달구 경수대로 464 ,경기도 수원시 팔달구 인계동 1017번지,기아빌딩 지하주차장 2층,기아자동차,080-200-2000,37.267454,127.027494,KI000043,KI00004301,완속(7KW),KI,N,,2021-11-30
팔달구_40_1,행궁동 생태공원,24시간 이용가능,이용자 제한 없음,2,DC차데모+DC콤보,경기도 수원시 팔달구 신풍동 154-1,경기도 수원시 팔달구 신풍동 154-1,지상주차장,에스트래픽,1566-1704,37.284998,127.014357,ST411118,ST41111801,DC차데모(50kW)/DC콤보(50kW),ST,Y,,2021-11-30
